actor_1_facebook_likes,budget,actor_2_facebook_likes,,,
0.0375,0.002865194,0.109489051,,,
0.0015625,0.002865194,0.00150365,,,
0.00144375,2.04E-05,0.006094891,,,
0.0171875,0.007367671,0.00729927,,,
0.0203125,0.001023272,0.00580292,,,
0.0625,0.002783331,0.065693431,,,
0.0421875,0.000327435,0.004335766,,,
0.001051563,0.002455878,0.003569343,,,
0.0015625,0.004093143,0.006656934,,,
0.028125,0.003028921,0.00059854,,,
0.0203125,0.007531397,0.00729927,,,
0.000925,0.001146067,0.004058394,,,
0.001390625,9.82E-05,0.006189781,,,
0.0359375,0.004093143,0.00729927,,,
0.0015625,0.007695124,0.006854015,,,
0.0005875,1.23E-05,0.002525547,,,
0.034375,0.002046562,0.002708029,,,
0.0015625,0.001964699,0.006985401,,,
0.028125,0.003683827,0.003007299,,,
0.001392188,0.006549039,0.004664234,,,
0.001240625,0.001007352,0.003875912,,,
0.000290625,0.000613956,0.001072993,,,
0.01875,0.0035201,0.072992701,,,
0.001325,4.09E-05,0.001116788,,,
0.0046875,0.001432588,0.003357664,,,
0.000976563,0.000270131,0.003386861,,,
0.021875,0.002046562,0.01459854,,,
0.0015625,0.002881567,0.005927007,,,
0.025,0.001555383,0.02919708,,,
0.015625,0.000654888,0.00729927,,,
0.001248438,0.021284416,0.004036496,,,
0.000879688,8.18E-05,0.00210219,,,
0.021875,0.004911775,0.00729927,,,
0.000990625,0.000122777,0.002394161,,,
0.001125,0.003110784,0.00420438,,,
0.000795313,0.005321091,0.002313869,,,
0.003125,0.004666185,0.004839416,,,
0.003125,0.006139723,0.002021898,,,
0.0015625,8.18E-05,0.006007299,,,
0.034375,0.002865194,0.00729927,,,
0.001354688,0.006139723,0.006029197,,,
0.028125,0.006549039,0.00729927,,,
0.0046875,0.006712765,0.007116788,,,
0.0015625,0.002455878,0.00320438,,,
0.00121875,0.004911775,0.001934307,,,
0.021875,0.006467176,0.080291971,,,
0.001290625,0.00171911,0.005956204,,,
0.015625,0.004093143,0.01459854,,,
0.034375,0.004502459,0.00450365,,,
0.015625,0.011460831,0.02189781,,,
0.0046875,0.001637246,0.003116788,,,
0.00134375,0.002455878,0.003817518,,,
0.028125,0.000818614,0.005613139,,,
0.000835938,0.011460831,0.002919708,,,
0.00068125,0.001800973,0.001759124,,,
0.001371875,0.000982341,0.004693431,,,
0.01875,0.000106404,0.004963504,,,
0.000353125,0.003847553,0.000379562,,,
0.000628125,0.000221013,0.001620438,,,
0.0171875,0.006139723,0.004094891,,,
0.001435938,0.001637246,0.005043796,,,
0.0171875,0.001350725,0.006116788,,,
0.03125,0.002865194,0.00729927,,,
0.0015625,0.001064204,0.007277372,,,
0.0109375,0.000573025,0.00729927,,,
0.001064063,0.001637246,0.004459854,,,
0.0375,0.012688779,0.072992701,,,
0.000710938,0.002455878,0.001613139,,,
0.021875,0.000163709,0.004510949,,,
0.001301563,0.010232883,0.005905109,,,
0.01875,0.000654888,0.02189781,,,
0.0046875,0.005075501,0.007051095,,,
0.0125,0.004502459,0.003715328,,,
0.001017188,0.000900477,0.004452555,,,
3.75E-05,0.000818614,2.19E-05,,,
0.0015625,0.001637246,0.00579562,,,
0.0010375,0.000982341,0.004313869,,,
0.00625,0.000859546,0.004788321,,,
0.000478125,0.001064204,0.00119708,,,
0.0625,0.011460831,0.03649635,,,
0.0203125,0.00327451,0.003868613,,,
0.001345313,0.000699913,0.003642336,,,
0.0009,0.005730407,0.002613139,,,
0.001282813,0.003683827,0.004211679,,,
0.0234375,0.004911775,0.002540146,,,
0.000839063,0.005402954,0.003116788,,,
0.003125,0.001637246,0.005613139,,,
0.0328125,0.000982341,0.004153285,,,
0.00625,0.000818614,0.003386861,,,
0.001164063,0.000818614,0.005328467,,,
0.01875,0.002455878,0.00729927,,,
0.03125,0.002865194,0.138686131,,,
0.001015625,0.002619605,0.003919708,,,
0.001007813,0.005157364,0.003810219,,,
0.00625,0.000491161,0.005927007,,,
0.01875,0.004420595,0.006708029,,,
0.0015625,0.000818614,0.007116788,,,
0.001217188,0.002455878,0.001751825,,,
0.001084375,0.002865194,0.004416058,,,
0.001257813,0.002046562,0.001262774,,,
0.00093125,0.009823567,0.002627737,,,
0.0015625,0.005321091,0.001291971,,,
0.000939063,0.002046562,0.003963504,,,
0.001003125,0.002865194,0.001248175,,,
0.000396875,1.84E-05,0.001072993,,,
0.015625,0.011870147,0.072992701,,,
0.015625,0.008186303,0.01459854,,,
0.028125,0.002046562,0.00729927,,,
0.0234375,0.002455878,0.00729927,,,
0.0171875,0.003110784,0.00450365,,,
0.00625,0.010642199,0.003226277,,,
0.0125,0.004093143,0.005970803,,,
0.003125,0.000409298,0.007218978,,,
0.0125,0.001800973,0.00729927,,,
0.01875,0.006139723,0.007080292,,,
0.0265625,0.003028921,0.087591241,,,
0.00090625,0.002292152,0.002452555,,,
0.001215625,4.09E-05,0.002386861,,,
0.000471875,0.001637246,0.001576642,,,
0.0015375,0.004093143,0.006861314,,,
0.001470313,0.000982341,0.00550365,,,
0.000735938,0.00122793,0.002248175,,,
0.0234375,0.004502459,0.002145985,,,
0.0014,0.001800973,0.004094891,,,
0.000367188,0.001252489,0.000335766,,,
0.00625,0.006549039,0.01459854,,,
0.0171875,0.009823567,0.080291971,,,
0.001303125,0.000327435,0.004562044,,,
0.0171875,0.001309793,0.004744526,,,
0.025,0.001637246,0.00729927,,,
0.0453125,0.013098095,0.197080292,,,
0.000342188,0.003683827,0.001029197,,,
0.009375,0.001800973,0.02189781,,,
0.0015625,0.004911775,0.006218978,,,
0.01875,0.000573025,0.004583942,,,
0.00059375,0.000163709,0.002072993,,,
0.001364063,0.000982341,0.004963504,,,
0.0015625,0.00327451,0.005408759,,,
0.0203125,0.005894133,0.00480292,,,
0.00625,0.006139723,0.00710219,,,
0.0171875,0.002865194,0.072992701,,,
0.0015625,0.00122793,0.005737226,,,
0.1359375,0.004256869,0.094890511,,,
0.000796875,0.00327451,0.002510949,,,
0.01875,0.002701468,0.01459854,,,
0.01875,0.000532093,0.00519708,,,
0.0015,0.001637246,0.006693431,,,
0.000604688,0.000573025,0.00070073,,,
0.001159375,0.000491161,0.004394161,,,
0.0203125,0.000982341,0.006861314,,,
0.001445313,0.001391657,0.003445255,,,
0.0203125,0.002046562,0.006233577,,,
0.03125,0.001882836,0.004021898,,,
0.001334375,0.000818614,0.006138686,,,
0.001509375,0.004911775,0.004963504,,,
0.0046875,0.000286503,0.001992701,,,
0.028125,0.00327451,0.065693431,,,
0.021875,0.002455878,0.007116788,,,
0.0296875,0.015553992,0.007160584,,,
0.0203125,0.003110784,0.00650365,,,
0.034375,0.002455878,0.007145985,,,
0.1359375,0.00327451,0.004160584,,,
0.000823438,0.001590584,0.000627737,,,
0.01875,0.007367671,0.080291971,,,
0.001229688,0.001637246,0.005036496,,,
0.0015625,0.012279463,0.00729927,,,
0.0125,0.001309793,0.01459854,,,
0.000773438,0.004093143,0.002145985,,,
0.0015625,0.004297801,0.005043796,,,
0.001534375,0.000736751,0.005321168,,,
0.0046875,0.001309793,0.007145985,,,
0.0008375,0.000245572,0.002313869,,,
0.0046875,0.004502459,0.006306569,,,
0.000165625,0.011460831,0.000408759,,,
0.0265625,0.00327451,0.006029197,,,
0.0171875,0.006549039,0.007036496,,,
0.000953125,0.005975996,0.003693431,,,
0.0234375,0.002865194,0.00729927,,,
0.000829688,0.012688779,0.00059854,,,
0.000925,0.000458416,0.002759124,,,
0.0171875,0.00556668,0.058394161,,,
0.000639063,0.002865194,0.000781022,,,
0.000745313,0.00122793,0.00289781,,,
0.040625,0.007531397,0.094890511,,,
0.000996875,8.18E-05,0.002919708,,,
0.0625,0.002455878,0.00729927,,,
0.001521875,0.000491161,0.004343066,,,
0.0015625,0.001858277,0.004416058,,,
0.001028125,0.000900477,0.003379562,,,
0.001390625,0.001637246,0.005321168,,,
0.0203125,0.004093143,0.00729927,,,
0.034375,0.000736751,0.004065693,,,
0.003125,0.002865194,0.006029197,,,
0.0296875,0.000573025,0.087591241,,,
0.0046875,0.003028921,0.01459854,,,
0.001467188,0.001309793,0.006430657,,,
0.001129688,0.000818614,0.004751825,,,
0.001523438,7.37E-05,0.006912409,,,
0.001459375,0.00122793,0.006766423,,,
0.000826563,0.000122777,0.003087591,,,
0.0359375,0.015144676,0.094890511,,,
0.0015125,0.000384739,0.005350365,,,
0.00625,0.000245572,0.02189781,,,
0.001504688,0.000982341,0.003394161,,,
0.00125625,0.000163709,0.004562044,,,
0.001385938,0.007367671,0.006467153,,,
0.0296875,0.002128426,0.02189781,,,
0.000796875,0.000982341,0.002167883,,,
0.0171875,0.00147352,0.003678832,,,
0.028125,0.002455878,0.005277372,,,
0.0359375,0.003110784,0.102189781,,,
0.0765625,0.008186303,0.145985401,,,
0.0234375,0.004502459,0.080291971,,,
0.00110625,0.00327451,0.000569343,,,
0.0515625,0.000982341,0.005328467,,,
0.0203125,0.000818614,0.080291971,,,
0.000415625,8.18E-05,0.001525547,,,
0.01875,0.006549039,0.080291971,,,
0.0171875,0.002455878,0.006437956,,,
0.0421875,0.002046562,0.005824818,,,
0.001514063,0.000941409,0.006467153,,,
0.0125,0.007367671,0.006978102,,,
0.0375,0.011870147,0.080291971,,,
0.001084375,0.000245572,0.002364964,,,
0.0015375,0.005730407,0.003569343,,,
0.0014375,0.006549039,0.005919708,,,
0.015625,0.004101329,0.005883212,,,
0.000971875,0.006385312,0.001175182,,,
0.000629688,0.001637246,0.002686131,,,
0.00625,0.001064204,0.006985401,,,
0.001529688,0.005239227,0.006291971,,,
0.0390625,0.001105135,0.003379562,,,
0.001326563,0.002455878,0.005744526,,,
0.001548438,0.001637246,0.006525547,,,
0.0265625,0.011051515,0.003817518,,,
0.003125,0.00327451,0.00729927,,,
0.0203125,0.000327435,0.004343066,,,
0.021875,0.000409298,0.003160584,,,
0.0171875,0.00327451,0.006824818,,,
0.040625,0.015553992,0.167883212,,,
0.001046875,0.00171911,0.003058394,,,
0.0015625,0.001309793,0.002255474,,,
0.040625,0.013916728,0.145985401,,,
0.015625,0.001309793,0.005744526,,,
0.000842188,0.003683827,0.00110219,,,
0.0015625,0.003356374,0.003051095,,,
0.000995313,0.000573025,0.001868613,,,
0.0125,0.001964699,0.006635036,,,
0.000457813,0.00327451,0.000854015,,,
0.0015625,0.006139723,0.005255474,,,
0.0015625,0.002046562,0.001927007,,,
0.001164063,0.00020464,0.004605839,,,
0.000607813,0.000654888,0.002649635,,,
0.0078125,0.004666185,0.02919708,,,
0.001504688,0.000286503,0.004773723,,,
0.0203125,0.008186303,0.003919708,,,
0.0046875,0.001146067,0.006109489,,,
0.0046875,0.00327451,0.006868613,,,
0.000479688,0.000573025,0.001525547,,,
0.001379688,0.000286516,0.003854015,,,
0.0015625,0.001064204,0.002226277,,,
0.0015625,0.001882836,0.00729927,,,
0.0765625,0.004093143,0.160583942,,,
0.0171875,0.003683827,0.003868613,,,
0.000826563,0.002865194,0.000948905,,,
0.0109375,0.000654888,0.001094891,,,
0.001246875,0.000409298,0.005613139,,,
0.000151563,0.000491161,0.000664234,,,
0.015625,0.001555383,0.002518248,,,
0.021875,0.002210289,0.005226277,,,
0.000925,0.003192647,0.003766423,,,
0.000764063,0.002455878,0.000678832,,,
0.000501563,0.000654888,0.000737226,,,
0.001503125,0.001637246,0.004328467,,,
0.0171875,0.000982341,0.072992701,,,
0.0234375,0.006139723,0.003715328,,,
0.0296875,0.002292152,0.124087591,,,
0.0015625,0.003683827,0.005116788,,,
0.0359375,0.005321091,0.094890511,,,
0.0015625,0.00122793,0.006218978,,,
0.0359375,0.000654888,0.072992701,,,
0.00121875,0.008350029,0.004408759,,,
0.0015625,0.004093143,0.005043796,,,
0.028125,0.006549039,0.02919708,,,
0.0359375,0.000245572,0.138686131,,,
0.001379688,0.001309793,0.004350365,,,
0.0171875,0.003683827,0.006525547,,,
0.034375,0.000982341,0.00729927,,,
0.001226563,4.58E-05,0.005291971,,,
0.00068125,0.002865194,0.001919708,,,
0.000721875,0.001064204,0.003240876,,,
0.000976563,0.00020464,0.002766423,,,
0.00625,0.002537742,0.02919708,,,
7.19E-05,0.000532093,0.000335766,,,
0.0171875,0.007040218,0.080291971,,,
0.028125,0.002865194,0.03649635,,,
0.0015625,0.000982341,0.001372263,,,
0.001520313,0.000196454,0.006364964,,,
0.021875,0.00327451,0.006861314,,,
0.001128125,0.004911775,0.004270073,,,
0.0015625,0.002865194,0.00150365,,,
0.003125,0.007531397,0.005985401,,,
0.001515625,0.003683827,0.000664234,,,
0.0203125,0.006549039,0.003284672,,,
0.000826563,0.000982341,0.003839416,,,
0.0234375,0.00171911,0.00729927,,,
0.0328125,0.001309793,0.003948905,,,
0.000115625,0.000376553,0.000379562,,,
0.001545313,0.001391657,0.006481752,,,
0.00151875,0.004093143,0.00520438,,,
0.001539063,0.002046562,0.004649635,,,
0.021875,0.001391657,0.080291971,,,
0.0046875,0.001637246,0.006985401,,,
0.01875,0.013916728,0.072992701,,,
0.0375,0.011378968,0.080291971,,,
0.0015625,0.001637246,0.007072993,,,
0.0171875,0.006139723,0.003116788,,,
0.003125,0.001637246,0.006817518,,,
0.01875,0.006958355,0.080291971,,,
0.0296875,0.014326044,0.094890511,,,
0.03125,0.000491161,0.102189781,,,
0.000776563,0.000327435,0.000824818,,,
0.003125,0.002128426,0.004284672,,,
0.000625,0.001637246,0.001605839,,,
0.00041875,9.82E-05,0.000321168,,,
0.0078125,0.002537742,0.004693431,,,
0.001290625,0.00122793,0.003671533,,,
0.0265625,0.003929416,0.002364964,,,
0.0359375,0.010232883,0.102189781,,,
0.000957813,0.004093143,0.003080292,,,
0.0625,0.008186303,0.080291971,,,
0.0203125,0.00171911,0.00729927,,,
0.003125,0.002865194,0.00729927,,,
0.034375,0.000818614,0.094890511,,,
0.0203125,0.006549039,0.072992701,,,
0.015625,7.45E-05,0.003036496,,,
0.028125,0.001637246,0.080291971,,,
0.000289063,0.000933223,0.000452555,,,
0.0015625,0.006549039,0.007087591,,,
0.000628125,0.000736751,0.00250365,,,
0.001228125,0.001637246,0.004138686,,,
0.0171875,0.004911775,0.005686131,,,
0.03125,0.006549039,0.02189781,,,
0.0003,0.00556668,0.000854015,,,
0.0015625,0.00327451,0.006343066,,,
0.0203125,0.004666185,0.006284672,,,
0.0011875,0.008923072,0.005423358,,,
0.001246875,0.000818614,0.003394161,,,
0.001534375,0.003683827,0.006153285,,,
0.021875,0.001800973,0.003693431,,,
0.001326563,0.003683827,0.004547445,,,
0.0046875,0.000327435,0.003394161,,,
0.0359375,0.002455878,0.094890511,,,
0.000103125,0.002455878,3.65E-05,,,
0.0015625,0.003642895,0.004817518,,,
0.0625,0.018419204,0.03649635,,,
0.0046875,0.004911775,0.00729927,,,
0.0015625,0.000409298,0.00410219,,,
0.0765625,0.002046562,0.00729927,,,
0.0015625,0.001800973,0.00679562,,,
0.000720313,0.002947058,0.000576642,,,
0.0765625,0.002865194,0.160583942,,,
0.0015625,0.004911775,0.007116788,,,
0.001559375,0.015144676,0.000868613,,,
0.0171875,0.00556668,0.004781022,,,
0.00123125,0.002046562,0.003087591,,,
0.000739063,0.003683827,0.00229927,,,
0.01875,0.001555383,0.00729927,,,
0.0046875,0.002865194,0.000445255,,,
0.001110938,0.00327451,0.004985401,,,
0.000889063,0.000163709,0.003861314,,,
0.000923438,0.001800973,0.003569343,,,
0.001301563,0.007776987,0.004554745,,,
0.0359375,0.004502459,0.058394161,,,
0.028125,0.004502459,0.004759124,,,
0.015625,0.010232883,0.00579562,,,
0.001290625,0.002619605,0.004686131,,,
0.0171875,0.002046562,0.005437956,,,
0.000554688,0.000327435,0.00110219,,,
0.001028125,0.004911775,0.001875912,,,
0.0015625,0.001637246,0.004467153,,,
0.0012125,0.002046562,0.004343066,,,
0.021875,0.000654888,0.006029197,,,
0.000885938,0.001064204,0.002379562,,,
0.0125,0.000163709,0.005284672,,,
0.0015625,0.002046562,0.006540146,,,
0.000903125,0.00327451,0.004109489,,,
0.001490625,0.000122777,0.00559854,,,
0.0515625,0.004911775,0.00219708,,,
0.01875,0.000573025,0.007080292,,,
0.0015625,0.002455878,0.00519708,,,
0.0171875,0.006549039,0.002175182,,,
0.021875,0.00327451,0.00729927,,,
0.0625,0.002046562,0.072992701,,,
7.50E-05,3.27E-05,0.000160584,,,
0.0171875,0.01473536,0.072992701,,,
0.003125,0.002865194,0.00679562,,,
0.015625,0.000163709,0.00729927,,,
0.000665625,0.000180081,0.002620438,,,
0.0012625,0.00147352,0.005255474,,,
0.0015625,0.004911775,0.007124088,,,
0.028125,0.004093143,0.006,,,
0.0328125,0.000491161,0.00729927,,,
0.001373438,0.003683827,0.000379562,,,
0.0015625,0.000818614,0.004226277,,,
0.000448438,0.00327451,0.001145985,,,
0.000376563,0.001514452,0.000861314,,,
0.01875,0.006549039,0.080291971,,,
0.0015625,0.001637246,0.002481752,,,
0.001504688,0.000736751,0.005474453,,,
0.0359375,0.016372624,0.02189781,,,
0.0015625,0.003683827,0.004773723,,,
0.0014625,0.002292152,0.006576642,,,
0.001045313,0.001800973,0.003131387,,,
0.000990625,0.000818614,0.003182482,,,
0.0171875,0.004093143,0.004029197,,,
0.001529688,0.001064204,0.002810219,,,
0.0328125,0.005321091,0.109489051,,,
0.0078125,0.004911775,0.01459854,,,
0.0546875,0.000695819,0.007051095,,,
0.0203125,0.000491161,0.004182482,,,
0.000429688,0.000654888,0.00180292,,,
0.001448438,0.000982341,0.002051095,,,
0.001071875,2.99E-05,0.004729927,,,
0.01875,0.00122793,0.00729927,,,
0.0046875,0.006549039,0.004686131,,,
0.0171875,0.006139723,0.080291971,,,
0.015625,0.010805926,0.00729927,,,
0.0015625,0.00013915,0.006379562,,,
0.001228125,0.000785869,0.001664234,,,
0.003125,0.002455878,0.002927007,,,
0.0234375,0.002455878,0.006124088,,,
0.0171875,0.007367671,0.004379562,,,
0.0171875,0.000613956,0.003715328,,,
0.034375,0.001064204,0.102189781,,,
0.001378125,0.006549039,0.002890511,,,
0.0171875,0.004093143,0.002824818,,,
0.021875,0.010232883,0.00729927,,,
0.000948438,0.00122793,0.001474453,,,
0.025,0.001064204,0.002824818,,,
0.0015625,0.003683827,0.003080292,,,
0.000582813,0.000491161,0.002248175,,,
0.0296875,0.000327435,0.094890511,,,
0.0015625,0.001964699,0.004890511,,,
0.025,0.011051515,0.109489051,,,
0.0203125,0.003110784,0.087591241,,,
0.0171875,0.001637246,0.02189781,,,
0.003125,0.002455878,0.00729927,,,
0.000914063,0.000327435,0.000211679,,,
0.001510938,0.00067126,0.003321168,,,
0.001457813,0.004502459,0.003781022,,,
0.003125,0.002865194,0.00729927,,,
0.0421875,0.012279463,0.065693431,,,
0.003125,3.49E-05,0.001788321,,,
0.000885938,0.001391657,0.003671533,,,
0.0015625,0.014326044,0.00710219,,,
0.00116875,0.002128426,0.00320438,,,
0.034375,0.000245572,0.080291971,,,
0.001129688,0.001637246,0.003080292,,,
0.000671875,0.00327451,0.00240146,,,
0.00126875,0.000982341,0.004233577,,,
0.0328125,0.004093143,0.006832117,,,
0.034375,0.004911775,0.080291971,,,
0.0234375,0.00122793,0.102189781,,,
0.001365625,0.000818614,0.001912409,,,
0.009375,0.004502459,0.005065693,,,
0.000801563,0.000286503,0.001744526,,,
0.000690625,0.002046562,0.001839416,,,
0.00134375,0.00122793,0.00480292,,,
0.0703125,0.004093143,0.094890511,,,
0.0375,0.003028921,0.080291971,,,
0.028125,0.00122793,0.002350365,,,
0.025,0.000900477,0.004656934,,,
0.021875,0.004420595,0.00729927,,,
0.001476563,0.000122777,0.005649635,,,
0.034375,0.002865194,0.080291971,,,
0.01875,0.004093143,0.005459854,,,
7.50E-05,4.09E-05,7.30E-05,,,
0.0010125,0.000327435,0.003861314,,,
0.0015625,0.000900477,0.006233577,,,
0.0008625,4.09E-05,0.003890511,,,
0.0015625,0.006139723,0.00729927,,,
0.0171875,0.007367671,0.01459854,,,
0.00625,0.002046562,0.004094891,,,
0.001120313,0.000245572,0.000569343,,,
0.028125,0.004093143,0.006467153,,,
7.03E-05,0.002046562,0.000218978,,,
0.001059375,0.000728565,0.003153285,,,
0.025,0.000654888,0.00340146,,,
0.021875,0.004093143,0.007211679,,,
0.001059375,0.008186303,0.004605839,,,
0.001329688,0.000818614,0.003963504,,,
0.001445313,0.00122793,0.000277372,,,
0.01875,0.008186303,0.02189781,,,
0.001382813,0.001555383,0.006043796,,,
0.00075,0.002210289,0.001905109,,,
0.001232813,0.00147352,0.003094891,,,
0.028125,0.007776987,0.080291971,,,
0.001267188,0.000409298,0.003810219,,,
0.000517188,1.21E-06,0.001547445,,,
0.0015625,0.002455878,0.002678832,,,
0.001420313,1.31E-05,0.000664234,,,
0.003125,0.002455878,0.005875912,,,
0.0234375,0.012279463,0.005437956,,,
0.000340625,0.001964699,0.001576642,,,
0.0203125,0.006876492,0.087591241,,,
0.0015625,0.00327451,0.003649635,,,
0.01875,0.001760041,0.003948905,,,
0.00085625,0.006139723,0.001970803,,,
0.001364063,0.005321091,0.004087591,,,
0.03125,0.00376569,0.109489051,,,
0.0171875,0.009414251,0.003715328,,,
0.03125,0.004420595,0.007145985,,,
0.0453125,0.011051515,0.197080292,,,
3.13E-06,8.17E-06,1.46E-05,,,
0.0046875,0.006139723,0.006489051,,,
0.001046875,0.005730407,0.003226277,,,
0.025,0.001178812,0.080291971,,,
0.001070313,2.45E-05,0.004854015,,,
0.015625,0.004093143,0.005423358,,,
0.000885938,0.002455878,0.001963504,,,
0.0046875,0.002455878,0.02189781,,,
0.001060938,0.000736751,0.003919708,,,
0.0125,0.001391657,0.003671533,,,
0.001179688,0.000900477,0.005357664,,,
0.0007625,0.174165586,0.002452555,,,
0.0203125,0.007367671,0.004080292,,,
0.021875,0.013916728,0.102189781,,,
0.001384375,0.003683827,0.004744526,,,
0.0203125,0.004911775,0.080291971,,,
0.015625,0.00122793,0.007007299,,,
0.034375,4.09E-05,0.006759124,,,
0.0171875,0.006139723,0.02919708,,,
0.000764063,0.004911775,0.001321168,,,
0.001185938,0.000327435,0.004656934,,,
0.003125,0.000106404,0.005715328,,,
0.0234375,0.001637246,0.094890511,,,
0.000440625,7.37E-05,0.001970803,,,
0.028125,0.009823567,0.00729927,,,
0.001384375,0.001146067,0.002014599,,,
0.0171875,0.002537742,0.006715328,,,
0.0265625,0.000573025,0.109489051,,,
0.015625,0.00327451,0.002547445,,,
0.0171875,0.008186303,0.004576642,,,
0.0015625,0.000368367,0.004357664,,,
0.01875,0.005730407,0.072992701,,,
0.000615625,0.005321091,0.002773723,,,
0.01875,0.001146067,0.004328467,,,
0.0171875,0.005730407,0.005043796,,,
0.0453125,0.007367671,0.094890511,,,
0.0359375,0.000409298,0.00729927,,,
0.00148125,0.001555383,0.006,,,
0.00108125,0.00147352,0.004890511,,,
0.0203125,0.00122793,0.006029197,,,
0.0015625,0.004093143,0.003613139,,,
0.000848438,0.001146067,0.000824818,,,
0.001495313,8.18E-05,0.000591241,,,
0.0203125,0.004502459,0.01459854,,,
0.0015625,0.002046562,0.007021898,,,
0.001309375,0.004093143,0.004328467,,,
0.0171875,0.000818614,0.003138686,,,
0.001185938,0.001882836,0.004109489,,,
0.001178125,0.000818614,0.002364964,,,
0.01875,0.004093143,0.006708029,,,
0.000959375,0.005730407,0.003291971,,,
0.001557813,0.001637246,0.006868613,,,
0.0203125,0.002619605,0.006554745,,,
0.0046875,0.005730407,0.004656934,,,
0.0046875,0.008431893,0.006810219,,,
0.001529688,0.010887789,0.006467153,,,
0.0046875,0.002619605,0.006868613,,,
0.0015625,0.00327451,0.00729927,,,
0.0453125,0.005730407,0.001087591,,,
0.003125,0.00147352,0.00620438,,,
0.00134375,0.00020464,0.000948905,,,
0.000989063,9.00E-05,0.002941606,,,
0.053125,0.004911775,0.160583942,,,
0.0171875,0.001064204,0.003569343,,,
0.001517188,0.002455878,0.006160584,,,
0.0015625,0.00122793,0.006364964,,,
0.00103125,0.004093143,0.004751825,,,
0.028125,0.000818614,0.001963504,,,
0.034375,0.00122793,0.03649635,,,
0.0015625,0.001309793,0.003051095,,,
0.00138125,0.001637246,0.00450365,,,
0.0171875,0.00327451,0.00729927,,,
0.0009125,0.00556668,0.001605839,,,
0.003125,0.002455878,0.006875912,,,
0.001251563,0.000368367,0.005547445,,,
0.001470313,0.001146067,0.003350365,,,
0.0171875,0.015144676,0.00729927,,,
0.0015625,0.006139723,0.00729927,,,
0.001259375,0.000654888,0.005036496,,,
0.00154375,0.004993638,0.007007299,,,
0.003125,0.009823567,0.00729927,,,
0.001209375,0.009823567,0.002613139,,,
0.040625,0.005730407,0.002379562,,,
0.0015625,0.001309793,0.004875912,,,
0.0046875,0.001800973,0.007065693,,,
0.000992188,0.002865194,0.002306569,,,
0.0015625,0.003683827,0.004459854,,,
0.0015625,0.004748048,0.004321168,,,
0.025,0.002701468,0.004386861,,,
0.040625,0.001637246,0.007065693,,,
2.34E-05,0.000974154,4.38E-05,,,
0.0109375,0.005648544,0.01459854,,,
0.0015625,0.000982341,0.006963504,,,
0.001121875,0.000982341,0.002408759,,,
