movie_title,PC-1,PC-2
Lions for Lambs ,0.03817054110638743,-0.12540622509061042
Flicka ,-0.1719944457739242,0.0069091758857402485
Hostage ,-0.012163474156162164,-0.01750510170998816
The Relic ,-0.15234032721716606,0.00874703235642307
Pandorum ,0.03860531548010235,-0.059721722886814536
The Messenger ,0.018023296464500224,-0.03928265466681127
The Covenant ,-0.13423171335126577,-0.07204503970526596
Bottle Rocket ,-0.10541626584153449,0.0881640018720174
Escape from New York ,0.004337986900939549,0.11337741610213863
Rounders ,-0.0050447031907199374,0.08419377162573571
Away We Go ,0.017513511167469374,-0.05080201359686828
Little Shop of Horrors ,-0.12245438280063259,0.1396073141288681
Someone Like You... ,-0.12762609879502923,0.029988359043562094
The Last Dragon ,-0.13897217916994747,0.15348802294674652
The Tuxedo ,-0.16858843663013,-0.034613114682277644
Creepshow 2 ,-0.1713918577914747,0.06650104860694284
Sweet November ,-0.06689014458621005,0.04017981023308617
88 Minutes ,-0.07239058114390354,-0.0632253288548549
Star Trek Into Darkness ,0.7986368292612538,0.1206012507112271
The Order ,-0.17352323541256875,-0.05677039097188007
Analyze This ,0.13128847104938837,0.31020870558212316
Shorts ,-0.19138469319072204,-0.11108288947431984
Coco Before Chanel ,-0.04793312212843589,-0.03149650514607704
Meet Joe Black ,0.034378256894320676,0.10581128602576437
Doogal ,-0.37126165407766165,-0.16642734830684935
Ratatouille ,0.35106535166758457,-0.025377048471487224
Drowning Mona ,-0.1774745077783394,-0.010601769451160103
The Game ,0.3576375188453481,0.6493449103814871
Moulin Rouge! ,0.23724720253616907,0.057583188402230506
Harold & Kumar Go to White Castle ,-0.00922511500157669,0.0105996341284057
The Illusionist ,0.15877321622025545,-0.006190941133604598
Tim and Eric's Billion Dollar Movie ,-0.19639588163453936,-0.08541956362964488
American Wedding ,-0.01996334439479255,-0.039182956835565774
Les couloirs du temps: Les visiteurs II ,-0.22362410868918767,0.0713837759340061
Big Momma's House 2 ,-0.21263499052091908,-0.08565378567798257
Spanglish ,-0.04678490895426005,0.016763768649339334
The Lost World: Jurassic Park ,0.2777888873080504,0.3850007569588505
The Count of Monte Cristo ,0.04911431968253548,0.07397651349597614
The Chronicles of Narnia: The Voyage of the Dawn Treader ,0.047460935879893765,-0.09676923995285691
Crossover ,-0.41128786179923843,-0.1913044029136654
Fury ,0.3802159854609672,-0.1497290330270591
Dredd ,0.2666269857594963,-0.18673133938391376
The In Crowd ,-0.2636858712213605,-0.038927670042584774
The Expendables 2 ,0.3578033170480869,-0.2470952765961233
Blue Car ,-0.1664672851944158,0.0540244239089257
Blow ,0.07093940234498136,0.06222648840312535
Snow Flower and the Secret Fan ,-0.1709083094508654,-0.021874191242650158
Spaceballs ,-0.051992611422660685,0.11902570177338652
The Guru ,-0.2059072164168962,-0.02423171275263142
Idle Hands ,-0.16556638686971303,0.03710871075247568
Escape Plan ,0.12507049995097808,-0.12502669959336918
Death at a Funeral ,0.0013667854616735784,-0.0005954360769333603
Zoom ,-0.26900474147671083,-0.11079154639891284
Ghost World ,-0.0027316254737351636,0.06295772852183469
13 Going on 30 ,-0.07012063834824103,-0.021982381287111993
Soul Plane ,-0.24615968535069047,-0.09313508044018129
Saw IV ,-0.024471912002506015,-0.08238763177653223
The Brass Teapot ,-0.14853649279740827,-0.019022861438638468
Big Fat Liar ,-0.18467708591988735,-0.02582304184491338
The Missing Person ,-0.1681555455446095,-0.017632044809318997
The Dark Knight ,1.613824776088802,0.4053931411089754
Lady in White ,-0.10149274303986525,0.09462131734163082
Bachelorette ,-0.13052712608015887,-0.12917390179908372
Chronicle ,0.25681094337224897,-0.17618823702239383
We Are Your Friends ,-0.0875324670717898,-0.09835230779187652
The Nutcracker in 3D ,-0.2625871510617259,-0.09591105962045196
In Good Company ,-0.03130207914744235,-0.023118307008660587
District B13 ,-0.04954749601535339,0.02226375166820988
Star Wars: Episode V - The Empire Strikes Back ,0.42596334560033516,0.2216534370146403
Virtuosity ,-0.20920440852924924,0.03343258512791184
The Fast and the Furious ,0.15248748674658952,-0.021376564732993555
Happy Feet ,0.11428649266488132,-0.04926848076294668
Date Night ,0.09767900775088045,-0.12997681538174077
Apocalypto ,0.22965435816317586,-0.012744779385342478
Lars and the Real Girl ,0.07689400703591483,-0.027876536983373397
Stripes ,-0.10140924369820001,0.1834548091878972
Hellraiser ,-0.00866808744434049,0.07448907105990238
Hotel Transylvania 2 ,0.027209786808800165,-0.08155225713036968
One True Thing ,-0.10797828642814807,0.09525605945454758
Warrior ,0.30477407779637816,-0.05257189431914158
Pet Sematary ,-0.09267469444577285,0.09279749054440806
Percy Jackson: Sea of Monsters ,-0.00848825888202751,-0.12121330042737721
Kung Fu Panda 3 ,0.09972547870689971,-0.09783509926659867
Hobo with a Shotgun ,0.021762139502421007,-0.15599766776204602
Double Jeopardy ,-0.042101002121134025,0.01208394747043878
Batman Returns ,0.2327870285855922,0.4223688474490689
Focus ,0.10513827591660081,-0.14015654227046426
Cloudy with a Chance of Meatballs 2 ,-0.0005669675929398724,-0.0860473853547976
Dylan Dog: Dead of Night ,-0.1567094202836989,-0.10986144261234052
54 ,-0.1681784393146443,0.02990242269555501
Littleman ,-0.2135974057656289,-0.09907999091865477
Stonewall ,-0.21372425738152073,-0.10302241285647844
The Cave ,-0.1482683815652725,-0.09223807423252718
The Crazies ,0.08343751982151919,-0.1280031559406445
Home ,0.04658747799806958,-0.09328259151011506
Predators ,0.16947436659303483,-0.15506251515809413
Monster's Ball ,0.003607203762516581,0.04282070610426592
Heavenly Creatures ,-0.07065419688217967,0.11402538094498531
Julie & Julia ,0.10504326465098071,-0.07117738335324947
Furious 7 ,0.5510678642477292,-0.26112957078499416
Molly ,-0.23372589294406448,0.04417712004425846
Highlander ,-0.060362190808580046,0.14079363559493835
Thor: The Dark World ,0.5172601187808261,-0.26248823371076163
The Unborn ,-0.11133850612108719,-0.1339270494573026
Chicago ,0.1604775893861933,-0.002269147595790222
8 Mile ,0.028014996895296688,0.04144965192615298
Dope ,0.020887261694768584,-0.0548058248434562
Old School ,0.012259235452224845,0.04298588840839906
Morning Glory ,-0.0036034813967766414,-0.07506549280718953
Alien: Resurrection ,0.04527956549860721,-0.021643051840319717
Shakespeare in Love ,0.0529022002699954,0.06938784647124797
Jesus' Son ,-0.11926641059992327,0.07585544721430082
You Got Served ,-0.2797212449867766,-0.11235298508942923
Elizabethtown ,0.011454466354337133,-0.03053096401046506
Defendor ,-0.11496999037503755,0.0104990321187269
Green Zone ,0.08731481677664922,-0.06606586333339785
Hot Tub Time Machine 2 ,-0.170668904417421,-0.1237498652341674
Bless the Child ,-0.1786934032540211,-0.03971362587538991
Monsoon Wedding ,-0.02989138199864257,0.0663228517396121
Bend It Like Beckham ,-0.013629514401776881,0.006302492160493306
Attack the Block ,0.1483518651484333,-0.18660065824883965
Harley Davidson and the Marlboro Man ,-0.21178476021009252,0.08343688641558358
Patch Adams ,-0.04524723234933345,0.07380657141803311
Patriot Games ,-0.09701744460305806,0.12696122630793769
This Is 40 ,0.08901020686558464,-0.136372125946306
Little Miss Sunshine ,0.22939653804119287,-0.015547214276296593
Severance ,-0.03337571638206863,-0.04956836842251637
Only the Strong ,-0.19334557200076707,0.1195749310107492
Bad Boys ,-0.07201044205385905,0.09990826963154825
Case 39 ,-0.055992172793499856,-0.06239685852478609
Sgt. Bilko ,-0.22365842102406386,0.044088773219056326
Wicker Park ,-0.06880414345916368,0.04606085078143415
A Nightmare on Elm Street 5: The Dream Child ,-0.20698631865513767,0.01770691731190986
Drumline ,-0.15424179543970248,0.0020238972489534726
Witness ,-0.05040520831218618,0.17764570915504346
The Man from U.N.C.L.E. ,0.229130890824714,-0.15013392583122198
The Fifth Estate ,0.00423322988219204,-0.1005160474003052
Aliens in the Attic ,-0.18568839751413987,-0.07294971302658558
Sin City: A Dame to Kill For ,0.1671186255420294,-0.18514903231994256
Detroit Rock City ,-0.14664656998318795,0.08022122184189451
50/50 ,0.2486848983575376,-0.10016247847964636
Terminator 2: Judgment Day ,0.3650431722440547,0.14912454847730636
Black Knight ,-0.23616326024331524,-0.038967848372310133
The Day the Earth Stood Still ,0.061919830293975145,-0.14643204708685786
Don Jon ,0.4601113385931964,0.4254438923262776
The Homesman ,-0.0077657892524331355,-0.08419729623067371
The River Wild ,-0.1610134369976548,0.08690004848534545
Jackie Brown ,0.25871704642450544,0.5270889174264204
A Hard Day's Night ,-0.09458676501038998,0.2679467326183368
Hoffa ,-0.15616152331255065,0.1272813149567103
Half Past Dead ,-0.24791385577840733,-0.05550259790161648
Garden State ,0.11051364460563336,0.013303548010238003
Wimbledon ,-0.08910854480402759,-0.01894294270002018
Bran Nue Dae ,-0.19396154409601762,5.516766449067956e-05
The Devil's Own ,-0.13111988624117213,0.039827425384412814
21 ,0.02834036540482964,-0.00902045510892307
Crossroads ,-0.24106991398717958,-0.15406554876427725
Thr3e ,-0.25089155067671953,-0.03340098756132573
City Hall ,-0.1695284786053791,0.06243348315799281
Event Horizon ,0.03839115783895678,0.042255900040220576
Sabotage ,-0.020967147720211993,-0.13939653309918262
Black Hawk Down ,0.2001958439725207,0.053676328055352385
The Muppets ,0.21141505293367363,-0.1623974299178529
Bandits ,-0.048285058383546416,0.028417268444337587
Sorority Boys ,-0.21637374123462355,-0.01703814700966072
Moonlight Mile ,-0.09346947280873391,0.028201792782635595
Remember Me ,0.029935282736779513,-0.01608795315198643
The Names of Love ,-0.09777089812388413,0.021998572869345805
A Simple Plan ,-0.017763656403443392,0.0878145620189201
Mad City ,-0.16250765059077177,0.06501551859228864
Stealing Harvard ,-0.23511626450396,-0.034218936093670944
Bridge to Terabithia ,0.07462677419968099,-0.0295266801743981
Bad Teacher ,0.07398838431556692,-0.17229390349398782
TRON: Legacy ,0.3722364816976393,-0.19619664406002604
Spider-Man ,0.4704402810262237,-0.05710645270376165
A Most Violent Year ,0.13390925830579095,-0.13359055877099615
50 First Dates ,0.054958764332742556,-0.0038398100230924936
She's Out of My League ,-0.022933338183350416,-0.06731640245572669
Hotel Transylvania ,0.20510417239855247,-0.1313370513191599
The Jungle Book ,0.43136463416034765,-0.06657137433951282
Movie 43 ,-0.10317704617310401,-0.2168250238888496
You Kill Me ,-0.10524723210201295,-0.017258360666166993
Clockstoppers ,-0.19262361277023132,-0.012733533204741174
3 Ninjas Kick Back ,-0.32445547542840125,-0.005526772353498487
Down and Out with the Dolls ,-0.2293812632898036,0.04558097398705752
Hero ,0.15630448996245178,0.003846705280781626
Freddy Got Fingered ,-0.1924019813127552,-0.07350114950138126
Panic Room ,0.37348297368270617,0.529259136003367
Fast Five ,0.3870772124010634,-0.14606333738544108
Exorcist: The Beginning ,-0.09822173701575837,-0.08284046051405972
The Tourist ,0.14413860617811447,-0.175539578422863
The Royal Tenenbaums ,0.13797403533005959,0.023851218379675944
The Young Victoria ,0.008533523718538555,-0.01789371421954286
Cop Land ,-0.025245407446186592,0.06311961430498207
Daylight ,-0.15990126026665136,0.04831545959379077
On the Waterfront ,-0.02132706330500058,0.3566663816699321
Street Kings ,0.022423399608193343,-0.03488730481100821
Opal Dream ,-0.18919013363689013,0.03843531849199172
Babe: Pig in the City ,-0.17126710873485793,0.04228064301831034
Fiddler on the Roof ,-0.04274892721274865,0.31573276648930726
Connie and Carla ,-0.14405515251535206,0.014210496631226381
Flyboys ,-0.056823941886984745,0.008308458340060802
Swordfish ,0.010350086650149195,-0.013648054568258136
The Saint ,-0.1289485457960375,0.058176699132074836
Back to the Future Part II ,0.08578456309956377,0.1406461967290994
All the Pretty Horses ,-0.1040137093460101,0.05278802338054194
The Cat in the Hat ,-0.2015977561481036,-0.14319142675315918
The Purge: Election Year ,-0.04529219906033819,-0.10675128164614109
Tin Cup ,-0.1368588354157531,0.07930949773422155
People I Know ,-0.22123628097186454,-0.003224614510395095
Shadow Conspiracy ,-0.2720899068271094,0.007403318856258757
The Boy Next Door ,-0.14805799374835177,-0.17025904514050186
Looper ,0.5120722116959094,-0.25408875742894965
About a Boy ,0.010036442384820337,0.02606839443847178
Argo ,0.6165921815380175,-0.27613335309285586
Pirates of the Caribbean: Dead Man's Chest ,0.4873802304446849,-0.0535898683270879
Inkheart ,-0.07149211901954342,-0.061371923648977304
The Gift ,0.12440993746751795,-0.12289348240094991
Mrs. Doubtfire ,-0.005907344655973923,0.10543803931323834
Lakeview Terrace ,-0.06053665579153495,-0.060206935795031155
Ip Man 3 ,-0.0827279325073254,-0.0007973708057786889
The Big Wedding ,-0.10404696316837818,-0.11894419923445179
Deep Blue Sea ,-0.005068194903599499,-0.04951887444209542
Star Trek Beyond ,0.22029561836360184,-0.10880717236325378
The Sum of All Fears ,0.02755827632192042,-0.020595827399234403
The Infiltrator ,-0.07620743020373888,0.01525534520118112
Dragonball: Evolution ,-0.25364259392255306,-0.22375428270319248
Kansas City ,-0.18353260211825084,0.09471600082434616
The Four Feathers ,-0.09267734753699738,0.03165584479403094
Mickey Blue Eyes ,-0.15253850891313164,0.002612847147706673
Diary of the Dead ,-0.0074647803850632355,-0.14133242769162402
Deuce Bigalow: European Gigolo ,-0.21163741166793126,-0.09981604793599592
Hollow Man ,-0.013793275752874706,-0.027418818731428124
3:10 to Yuma ,0.21282668363798105,-0.018903452108231612
Message in a Bottle ,-0.11273142159210447,0.03350778243627688
Mission: Impossible II ,0.18059166990013603,-0.04556484541664052
Are We There Yet? ,-0.20445961007061592,-0.08840539372640237
The Shawshank Redemption ,0.7666131962807274,0.17822651516469243
They Live ,-0.0016385935334164731,0.08259351179198704
Kangaroo Jack ,-0.22580828715587398,-0.08819199134889627
Everyone Says I Love You ,0.002672905129117522,0.3765307019510217
All the Queen's Men ,-0.294461583955835,-0.033036170980464706
Boiler Room ,-0.04410918592753573,0.046339960439174425
Birthday Girl ,-0.1342082197711127,-0.005118716248696533
Full Frontal ,-0.2041607191026743,-0.077694042907219
Michael Clayton ,0.14515433059267807,-0.05471517057922059
Behind Enemy Lines ,-0.047008579041387694,0.008566671895955544
Stolen Summer ,-0.1845927230296428,0.05025552251952832
Gangster Squad ,0.23210934095581895,-0.1949651645536337
Things to Do in Denver When You're Dead ,-0.1391424741802968,0.10204742781730777
Take the Lead ,-0.08392241963980168,0.014946815739732465
The Great Raid ,-0.09829169485193423,0.04150322511517722
Bridget Jones: The Edge of Reason ,-0.07903944930104563,-0.041222298706858146
Don Juan DeMarco ,-0.13616638494035427,0.09797362721352437
The Beyond ,-0.044076672215330515,0.09622873512227914
The Legend of Tarzan ,0.0971382018263452,-0.13285468664678196
School of Rock ,0.08414652688097368,-0.00525405804602834
The Diary of a Teenage Girl ,-0.037777765744629675,-0.06152660214277303
A Nightmare on Elm Street 2: Freddy's Revenge ,-0.1478489237445186,0.02505065643517914
Fame ,-0.146943283159491,-0.10121543255634757
Two Weeks Notice ,-0.07264579080070739,-0.013496806599614036
The Negotiator ,-0.03790932627572662,0.1257883620674629
Richard III ,-0.10697016440364286,0.12702626983549253
Curse of the Golden Flower ,-0.00030949340272596514,0.0012950356453459502
Another Year ,0.0656626310922557,-0.028157264864142145
Scream 3 ,-0.002055192513528977,-0.07717581747603589
The Young Messiah ,-0.22319756314295297,-0.0638681719222752
Grown Ups 2 ,0.012246054176125051,-0.15580642506041542
Mama ,0.19261305911321383,-0.22355004221003305
March or Die ,-0.23718926605772045,0.18930411094543345
Terminator Salvation ,0.3070049689351472,-0.1643544180500635
Four Brothers ,-0.013515881315823743,0.020820339094193594
Beverly Hills Cop II ,0.03495932485608492,0.4273532494906075
Willard ,-0.10832943740366606,-0.015601719167190803
Peaceful Warrior ,-0.10414740308874164,0.08018134413927198
Free State of Jones ,-0.08314367256595354,-0.008929420277656048
Faithful ,-0.23333749884810925,0.05979768744204975
Zodiac ,0.5565985499781531,0.4983080634034316
The Mortal Instruments: City of Bones ,0.043713197895260986,-0.12473918881399784
The DUFF ,-0.05565883263038844,-0.07043009157373077
Caddyshack ,0.04683748665199506,0.48336007064083014
Hustle & Flow ,-0.0038406789536991476,0.03061268197725133
Clueless ,-0.07449682086462658,0.07950870694851327
Cube ,-0.02096455628867714,0.08656682757232752
Snitch ,0.038130434536586155,-0.11089540717659034
Yogi Bear ,-0.152140873787293,-0.1558031955165948
Wanted ,0.22029894187334498,-0.104275102663689
