movie_title,MDS_1,MDS_2
Jerry Maguire,0.339157111,1.105294408
The Curse of the Were-Rabbit,0.640166185,0.551201514
Secondhand Lions,1.104966326,0.864355958
Princess Kaiulani,1.59922977,-0.296079398
Austin Powers: International Man of Mystery,0.604809705,0.620237244
High School Musical 3: Senior Year,0.508084726,-1.421105961
Steamboy,0.861918315,0.42114264
Die Hard with a Vengeance,0.310760317,1.189807152
Guardians of the Galaxy,-4.808515992,-1.426792474
Blade,0.688049839,0.749728082
Invictus,-5.117354829,0.227642299
My Bloody Valentine,0.505135769,-0.786024201
Mean Streets,-10.60339446,0.887319033
Deep Impact,0.72699927,0.146958811
The Promise,1.436640257,-0.399644586
The Big Tease,1.503834508,0.299637673
The Basket,1.484309974,0.60487806
The Cold Light of Day,0.661350091,-1.500191414
Fruitvale Station,0.142253752,0.086671571
A Bug's Life,0.39847997,0.823113538
Fatal Attraction,0.170651053,1.167747339
Out of Africa,-0.406361517,1.61519665
Magic Mike,-2.414547504,-1.726731793
The Social Network,-9.48012674,-0.648773709
What Lies Beneath,0.505223512,0.391110211
The Players Club,0.450711983,-1.094914809
Planet 51,1.248431785,-0.352307629
The Long Kiss Goodnight,1.254755181,0.689241967
Bobby,1.099948467,0.321835139
Seven Years in Tibet,1.067790118,0.933441026
The Departed,-7.624677856,0.515919638
The Machinist,0.385355398,0.708424216
Sex Drive,1.45211851,0.151980429
Amadeus,-1.621946275,1.941472803
Promised Land,0.956701024,-0.174435451
Payback,0.889344821,0.654355423
Catch a Fire,1.419618978,0.204584702
Brigham City,1.145152344,0.995302075
City of Ember,1.378544122,0.00225276
The Perfect Man,1.436772055,-0.5686238
Unfaithful,1.129241592,0.430987211
Big Eyes,-3.496658084,-0.119150468
Recess: School's Out,1.386905559,0.323234543
Malone,1.554066736,0.411834317
Central Intelligence,1.149591944,-0.25907353
Agora,1.08401515,0.401481682
Battle of the Year,-2.201295503,-2.566831409
Cradle Will Rock,1.251202627,0.795548571
The Kingdom,0.878763348,0.327459565
Gladiator,-4.99736652,1.219363907
Stuart Little,0.864125067,-0.103538177
Phenomenon,1.158793958,0.680866723
Torque,0.165190454,-1.922952701
Body of Lies,0.841288684,0.32913552
The Mist,-0.228175336,0.283742862
Fuel,1.220347571,0.89209419
Bloodsport,0.9213223,1.042915107
Joy,-3.409504552,-1.981946031
The New Guy,1.524885961,-0.114042073
Rugrats in Paris: The Movie,1.316077,0.016414612
Raise Your Voice,1.53343092,-0.174213831
Herbie Fully Loaded,0.906613769,-1.138098907
Mo' Better Blues,0.923855692,1.173881782
Brazil,-0.812432358,1.552729575
Things We Lost in the Fire,1.307766517,0.475707204
Disturbia,0.515331105,0.220780463
Victor Frankenstein,1.311685144,-0.517509728
Money Train,1.559516662,0.001332483
Sanctum,0.817095495,-0.541423114
Police Academy,0.578464095,1.232937585
The Possession,0.572060954,-0.660516346
Indiana Jones and the Kingdom of the Crystal Skull,-7.566852797,-1.28557483
Alvin and the Chipmunks: The Squeakquel,-0.734005288,-1.849150626
The Good Guy,1.494946241,-0.554236994
The Scorch Trials,0.769107413,-0.305333417
Charlie's Angels: Full Throttle,0.706516224,-1.057864693
Life of Pi,-3.121702972,-0.463998109
Blackhat,0.477157833,-0.995097825
Sorority Row,0.988469608,-0.975808753
Dudley Do-Right,-0.012026821,-2.128449119
Knock Off,1.248711853,-0.846626669
What's the Worst That Could Happen?,1.476289545,-0.344525711
